user_id,food,review,rating,count_search,count_order,side_dish,visit_time,day_of_week,price_range,food_category,is_recommended,loyalty_level,keyword,regarding_food,weather,group_size,location_type
1,Gỏi Gà Xé,4,3.48,23,13,N/A,Chiều,Thứ 5,Trung bình,Món chính,0,Regular,sạch,Phục vụ nhanh,Nắng,Một mình,Giao tận nơi
1,Gỏi Gà Xé,2,1.34,27,2,N/A,Trưa,Thứ 2,Thấp,Món chính,1,Regular,giòn,Giá cả hợp lý,Lạnh,Một mình,Mang về
1,Hotdog Xúc Xích,5,4.64,10,9,Pepsi,Tối,Thứ 6,Cao,Món chính,1,New,mặn,Khẩu phần hơi ít,Nắng,Nhóm bạn,Tại quán
1,Mì Ý Bò Bằm,5,3.96,26,13,Bánh Mì Bơ Tỏi,Tối,Thứ 6,Cao,Món chính,1,New,sạch,Món này rất ngon,Mát Mẻ,Cặp đôi,Tại quán
1,Cơm Chiên Hải Sản,3,2.8,3,2,Canh Rong Biển,Chiều,Thứ 5,Cao,Món chính,0,New,ngọt,Giá cả hợp lý,Lạnh,Nhóm bạn,Mang về
1,Tôm Rang Me,2,1.2,9,0,N/A,Tối,Thứ 4,Thấp,Món chính,0,VIP,rẻ,Khẩu phần hơi ít,Mát Mẻ,Nhóm bạn,Mang về
1,Spaghetti Carbonara,5,4.73,14,13,N/A,Sáng,Thứ 7,Cao,Món chính,1,New,cay,Phục vụ nhanh,Nắng,Một mình,Tại quán
1,Cơm Chiên Dương Châu,3,3.3,3,3,N/A,Sáng,Thứ 4,Thấp,Món chính,1,Regular,rẻ,Khẩu phần hơi ít,Mát Mẻ,Nhóm bạn,Giao tận nơi
1,Gà Nướng Muối Ớt,3,2.6,14,6,N/A,Sáng,Thứ 2,Thấp,Món chính,1,VIP,ngọt,Nước chấm đậm đà,Mưa,Nhóm bạn,Giao tận nơi
1,Nước Chanh Dây,5,3.57,13,4,N/A,Chiều,Thứ 4,Thấp,Đồ uống,1,Regular,rẻ,Trang trí đẹp,Lạnh,Cặp đôi,Tại quán
1,Tempura Tôm,5,4.69,12,11,Rau Củ,Sáng,Chủ Nhật,Thấp,Món chính,1,New,mặn,Phù hợp ăn tối,Mát Mẻ,Nhóm bạn,Tại quán
1,Thịt Ba Chỉ Nướng,5,4.31,25,17,N/A,Trưa,Chủ Nhật,Thấp,Món chính,1,Regular,ngọt,Khá cay,Lạnh,Một mình,Giao tận nơi
1,Thịt Ba Chỉ Nướng,5,3,24,0,N/A,Tối,Thứ 3,Cao,Món chính,0,Regular,nhiều topping,Sẽ quay lại,Mát Mẻ,Cặp đôi,Mang về
1,Sushi Thanh Cua,5,3.8,29,12,N/A,Khuya,Thứ 2,Cao,Món chính,0,Regular,nhiều topping,Nguyên liệu tươi,Lạnh,Gia đình,Giao tận nơi
1,Gỏi Gà Xé,5,4.88,15,15,N/A,Chiều,Thứ 7,Trung bình,Món chính,1,New,cay,Món này rất ngon,Mưa,Một mình,Giao tận nơi
1,Lẩu Bò,5,4.1,19,11,Bánh Đa,Chiều,Chủ Nhật,Thấp,Món chính,1,Regular,lạ,Nước chấm đậm đà,Lạnh,Một mình,Mang về
1,Hotdog Xúc Xích,5,3.86,13,6,Pepsi,Sáng,Thứ 6,Trung bình,Món chính,0,VIP,giòn,Món này rất ngon,Mưa,Nhóm bạn,Tại quán
1,Sinh Tố Bơ,1,1.18,23,7,N/A,Tối,Thứ 3,Thấp,Đồ uống,1,Regular,nóng,Món này rất ngon,Mát Mẻ,Nhóm bạn,Mang về
1,Gỏi Cuốn,1,1.02,18,4,Nước Mắm,Chiều,Chủ Nhật,Trung bình,Khai vị,0,VIP,giòn,Giá cả hợp lý,Nắng,Nhóm bạn,Giao tận nơi
1,Cơm Rang Kim Chi,3,3.04,20,13,N/A,Chiều,Thứ 6,Trung bình,Món chính,1,Regular,ngọt,Sẽ quay lại,Mát Mẻ,Một mình,Tại quán
1,Gỏi Bò,3,1.8,3,0,N/A,Trưa,Thứ 2,Trung bình,Món chính,0,Regular,béo,Giá cả hợp lý,Lạnh,Cặp đôi,Giao tận nơi
1,Cơm Rang Kim Chi,5,4.45,10,8,N/A,Khuya,Thứ 2,Cao,Món chính,0,VIP,sạch,Phục vụ nhanh,Lạnh,Gia đình,Mang về
1,Mì Xào Hải Sản,3,3.25,21,16,Tương Ớt,Khuya,Thứ 6,Cao,Món chính,1,New,lạ,Phục vụ nhanh,Lạnh,Nhóm bạn,Mang về
1,Hotdog Xúc Xích,3,3.71,21,21,Pepsi,Sáng,Thứ 3,Thấp,Món chính,0,VIP,sạch,Món này rất ngon,Mưa,Cặp đôi,Giao tận nơi
2,Mực Chiên Giòn,5,4.1,30,17,N/A,Khuya,Thứ 6,Cao,Món chính,1,VIP,đậm đà,Giá cả hợp lý,Mát Mẻ,Gia đình,Giao tận nơi
2,Gỏi Cuốn,5,3.2,9,1,Nước Mắm,Sáng,Thứ 4,Thấp,Khai vị,1,New,béo,Phù hợp ăn tối,Mưa,Nhóm bạn,Giao tận nơi
2,Gà Nướng Mật Ong,2,1.42,8,1,N/A,Khuya,Thứ 7,Cao,Món chính,0,Regular,nóng,Khá cay,Mưa,Gia đình,Giao tận nơi
2,Sushi Cá Hồi,3,2.53,21,8,Wasabi,Sáng,Thứ 5,Cao,Món chính,0,New,ngon,Khẩu phần hơi ít,Mưa,Gia đình,Mang về
2,Cơm Gà Hải Nam,3,3.33,16,13,Canh Rong Biển,Trưa,Thứ 5,Cao,Món chính,1,VIP,rẻ,Nguyên liệu tươi,Lạnh,Nhóm bạn,Mang về
2,Mì Ý Bò Bằm,3,2.97,11,7,Bánh Mì Bơ Tỏi,Tối,Thứ 5,Trung bình,Món chính,1,Regular,lạ,Sẽ quay lại,Nắng,Nhóm bạn,Mang về
2,Mì Ý Bò Bằm,4,2.4,11,0,Bánh Mì Bơ Tỏi,Chiều,Thứ 7,Trung bình,Món chính,0,New,ngọt,Trang trí đẹp,Mưa,Nhóm bạn,Giao tận nơi
2,Steak Bò Mỹ,3,3.13,17,12,Rượu Vang,Trưa,Thứ 3,Thấp,Món chính,0,New,rẻ,Không hợp khẩu vị,Mưa,Gia đình,Tại quán
2,Gà Rán,1,1.13,14,4,Coca,Sáng,Chủ Nhật,Trung bình,Món chính,1,New,ngon,Phục vụ nhanh,Mát Mẻ,Cặp đôi,Giao tận nơi
2,Nem Rán,1,0.72,16,1,Rau Sống,Chiều,Thứ 2,Trung bình,Khai vị,1,New,nhanh,Trang trí đẹp,Nắng,Nhóm bạn,Tại quán
2,Trà Sữa Trân Châu,2,1.2,8,0,Bánh Flan,Chiều,Thứ 3,Thấp,Đồ uống,1,New,cay,Không hợp khẩu vị,Lạnh,Cặp đôi,Tại quán
2,Tempura Tôm,5,3,8,0,Rau Củ,Trưa,Thứ 4,Thấp,Món chính,1,New,nhanh,Trang trí đẹp,Nắng,Nhóm bạn,Tại quán
2,Cơm Gà Hải Nam,3,2.18,20,4,Trà Đá,Chiều,Thứ 7,Thấp,Món chính,0,Regular,nhiều topping,Nước chấm đậm đà,Mưa,Nhóm bạn,Mang về
2,Soda Chanh,4,3.57,11,7,N/A,Khuya,Thứ 4,Thấp,Đồ uống,1,New,mềm,Phù hợp ăn tối,Lạnh,Gia đình,Tại quán
2,Gà Rán,5,3.26,22,3,Khoai Tây Chiên,Sáng,Thứ 3,Cao,Món chính,0,Regular,đặc sản,Khẩu phần hơi ít,Nắng,Cặp đôi,Tại quán
2,Cơm Rang Kim Chi,4,3.23,11,5,N/A,Khuya,Chủ Nhật,Thấp,Món chính,1,New,nhiều topping,Nước chấm đậm đà,Nắng,Cặp đôi,Tại quán
2,Sườn Xào Chua Ngọt,5,4.14,6,4,N/A,Khuya,Chủ Nhật,Thấp,Món chính,0,New,đậm đà,Khá cay,Mát Mẻ,Cặp đôi,Mang về
2,Gỏi Bò,2,1.2,3,0,N/A,Trưa,Chủ Nhật,Thấp,Món chính,1,VIP,thơm,Giá cả hợp lý,Mát Mẻ,Một mình,Mang về
2,Thịt Kho Tàu,4,4.26,13,13,N/A,Chiều,Thứ 2,Cao,Món chính,0,New,nóng,Nguyên liệu tươi,Mát Mẻ,Cặp đôi,Giao tận nơi
2,Kem Dừa,3,1.94,28,2,N/A,Khuya,Thứ 3,Thấp,Tráng miệng,1,VIP,rẻ,Sẽ quay lại,Mát Mẻ,Gia đình,Tại quán
2,Kem Dừa,3,1.94,13,1,N/A,Tối,Thứ 6,Cao,Tráng miệng,1,Regular,ngon,Trang trí đẹp,Mát Mẻ,Một mình,Tại quán
2,Soup Ngô,4,3.4,7,4,Bánh Mì,Sáng,Chủ Nhật,Thấp,Khai vị,1,Regular,ngon,Nguyên liệu tươi,Mưa,Một mình,Tại quán
2,Cà Ri Gà,2,1.39,30,3,Cơm Trắng,Khuya,Thứ 4,Cao,Món chính,0,Regular,ngọt,Phục vụ nhanh,Lạnh,Cặp đôi,Mang về
2,Đậu Hũ Sốt Cà,4,3.93,16,13,N/A,Khuya,Thứ 6,Trung bình,Món chính,1,New,mềm,Nguyên liệu tươi,Mát Mẻ,Nhóm bạn,Giao tận nơi
2,Soda Chanh,1,0.85,7,1,N/A,Khuya,Thứ 5,Trung bình,Đồ uống,0,Regular,thơm,Trang trí đẹp,Mát Mẻ,Cặp đôi,Mang về
2,Nước Cam Ép,5,4.86,27,26,Salad Trái Cây,Tối,Chủ Nhật,Trung bình,Đồ uống,1,New,mặn,Khẩu phần hơi ít,Mát Mẻ,Nhóm bạn,Mang về
2,Cháo Gà,5,3,6,0,N/A,Chiều,Thứ 7,Trung bình,Món chính,0,Regular,sạch,Khá cay,Lạnh,Một mình,Tại quán
2,Hamburger Bò,5,3.78,17,7,Coca,Sáng,Thứ 4,Cao,Món chính,0,New,ngon,Không hợp khẩu vị,Nắng,Gia đình,Giao tận nơi
2,Gà Nướng Mật Ong,2,1.2,7,0,N/A,Trưa,Thứ 7,Thấp,Món chính,1,New,cay,Phục vụ nhanh,Mưa,Cặp đôi,Mang về
2,Tempura Tôm,5,4.38,12,9,Rau Củ,Sáng,Thứ 5,Cao,Món chính,0,VIP,rẻ,Sẽ quay lại,Mát Mẻ,Cặp đôi,Giao tận nơi
2,Tôm Rang Me,3,3.58,8,8,N/A,Chiều,Thứ 7,Cao,Món chính,0,VIP,rẻ,Phục vụ nhanh,Nắng,Nhóm bạn,Giao tận nơi
2,Bánh Cuốn,1,1.17,27,8,Chả Quế,Tối,Chủ Nhật,Thấp,Món chính,1,New,sạch,Trang trí đẹp,Nắng,Cặp đôi,Giao tận nơi
2,Mì Xào Bò,2,1.45,15,2,N/A,Tối,Thứ 4,Thấp,Món chính,0,New,đặc sản,Sẽ quay lại,Mưa,Cặp đôi,Giao tận nơi
2,Gà Nướng Mật Ong,4,2.88,24,6,N/A,Chiều,Thứ 7,Trung bình,Món chính,1,VIP,mặn,Khẩu phần hơi ít,Mưa,Gia đình,Giao tận nơi
2,Udon Nhật,5,3.73,10,4,Trà Xanh,Khuya,Thứ 7,Cao,Món chính,1,Regular,nhiều topping,Trang trí đẹp,Mưa,Một mình,Tại quán
2,Tempura Tôm,4,2.9,19,5,Nước Chấm,Tối,Thứ 3,Thấp,Món chính,0,New,mặn,Giá cả hợp lý,Mưa,Gia đình,Mang về
2,Lẩu Thái,4,3.73,29,20,Rau Muống,Tối,Thứ 3,Cao,Món chính,0,VIP,đậm đà,Khá cay,Nắng,Nhóm bạn,Giao tận nơi
2,Bún Bò Huế,4,3.81,26,19,Rau Sống,Khuya,Thứ 3,Cao,Món chính,1,Regular,đậm đà,Khẩu phần hơi ít,Nắng,Cặp đôi,Tại quán
2,Salad Caesar,5,3.33,29,5,Soup Ngô,Trưa,Thứ 3,Trung bình,Khai vị,1,New,ngon,Phục vụ nhanh,Lạnh,Gia đình,Mang về
2,Hamburger Bò,5,4.39,22,16,Khoai Tây Chiên,Sáng,Thứ 5,Thấp,Món chính,0,New,ngọt,Nguyên liệu tươi,Mát Mẻ,Gia đình,Mang về
3,Gà Nướng Muối Ớt,5,4.27,21,14,N/A,Khuya,Thứ 5,Trung bình,Món chính,0,VIP,mặn,Món này rất ngon,Mưa,Cặp đôi,Giao tận nơi
3,Gà Nướng Mật Ong,5,3.67,2,1,N/A,Khuya,Thứ 7,Trung bình,Món chính,1,Regular,lạ,Khẩu phần hơi ít,Mát Mẻ,Cặp đôi,Giao tận nơi
3,Gà Nướng Mật Ong,3,1.8,9,0,N/A,Khuya,Thứ 7,Trung bình,Món chính,0,Regular,thơm,Nguyên liệu tươi,Lạnh,Cặp đôi,Giao tận nơi
3,Trà Đào Cam Sả,2,1.65,21,5,Bánh Ngọt,Khuya,Thứ 4,Cao,Đồ uống,0,Regular,mặn,Nước chấm đậm đà,Mát Mẻ,Một mình,Tại quán
3,Steak Bò Mỹ,1,1.31,30,11,Rượu Vang,Sáng,Thứ 4,Trung bình,Món chính,1,VIP,lạ,Sẽ quay lại,Nắng,Cặp đôi,Mang về
3,Bánh Canh Cua,5,4.33,5,4,N/A,Tối,Thứ 4,Cao,Món chính,0,VIP,mềm,Phù hợp ăn tối,Mát Mẻ,Cặp đôi,Giao tận nơi
3,Hamburger Bò,4,4.11,20,18,Coca,Tối,Thứ 6,Thấp,Món chính,0,Regular,mềm,Trang trí đẹp,Nắng,Gia đình,Mang về
3,Cơm Tấm,3,2.66,6,3,Canh Chua,Tối,Thứ 4,Thấp,Món chính,0,Regular,nóng,Phù hợp ăn tối,Mát Mẻ,Nhóm bạn,Giao tận nơi
3,Mực Chiên Giòn,3,3.13,2,2,N/A,Khuya,Thứ 3,Thấp,Món chính,0,VIP,nhanh,Trang trí đẹp,Mưa,Cặp đôi,Giao tận nơi
3,Gỏi Gà Xé,3,2.28,28,7,N/A,Khuya,Thứ 5,Trung bình,Món chính,0,VIP,cay,Nước chấm đậm đà,Nắng,Nhóm bạn,Tại quán
3,Mì Xào Hải Sản,3,2.87,27,15,Tương Ớt,Khuya,Thứ 6,Thấp,Món chính,1,New,nóng,Phù hợp ăn tối,Nắng,Nhóm bạn,Tại quán
3,Trà Xanh Macchiato,1,1.06,25,6,N/A,Chiều,Thứ 6,Thấp,Đồ uống,0,Regular,cay,Nguyên liệu tươi,Lạnh,Một mình,Tại quán
3,Soda Chanh,4,4,29,24,N/A,Chiều,Thứ 2,Trung bình,Đồ uống,1,VIP,giòn,Không hợp khẩu vị,Lạnh,Gia đình,Mang về
3,Udon Nhật,4,2.61,18,2,Rong Biển,Sáng,Thứ 3,Cao,Món chính,1,VIP,mặn,Phục vụ nhanh,Mưa,Cặp đôi,Giao tận nơi
3,Cơm Chiên Hải Sản,1,1.02,18,4,Canh Rong Biển,Trưa,Chủ Nhật,Thấp,Món chính,1,Regular,cay,Khẩu phần hơi ít,Mát Mẻ,Gia đình,Tại quán
3,Bánh Canh Tôm,1,0.89,6,1,N/A,Chiều,Thứ 2,Cao,Món chính,0,VIP,giòn,Phục vụ nhanh,Lạnh,Gia đình,Mang về
3,Cá Kho Tộ,1,0.6,14,0,N/A,Trưa,Chủ Nhật,Thấp,Món chính,0,Regular,đặc sản,Nguyên liệu tươi,Lạnh,Gia đình,Giao tận nơi
3,Sushi Cá Hồi,4,3.12,24,9,Gừng,Tối,Thứ 6,Trung bình,Món chính,0,Regular,mặn,Giá cả hợp lý,Lạnh,Gia đình,Tại quán
3,Nước Chanh Dây,3,3.4,4,4,N/A,Khuya,Thứ 4,Thấp,Đồ uống,1,Regular,mặn,Phục vụ nhanh,Mát Mẻ,Một mình,Giao tận nơi
3,Pizza Hải Sản,4,3.07,2,1,Pepsi,Khuya,Thứ 4,Trung bình,Món chính,1,New,mềm,Không hợp khẩu vị,Lạnh,Một mình,Tại quán
3,Mì Xào Bò,2,1.2,3,0,N/A,Trưa,Thứ 4,Thấp,Món chính,1,New,nhanh,Phục vụ nhanh,Mưa,Một mình,Tại quán
3,Trà Đào Cam Sả,4,3.07,2,1,Rau Câu,Tối,Thứ 5,Cao,Đồ uống,0,New,đặc sản,Trang trí đẹp,Mát Mẻ,Gia đình,Giao tận nơi
3,Pizza Phô Mai,5,3,1,0,N/A,Sáng,Thứ 2,Thấp,Món chính,1,New,béo,Sẽ quay lại,Nắng,Gia đình,Giao tận nơi
3,Nước Chanh Dây,2,1.2,1,0,N/A,Tối,Thứ 6,Trung bình,Đồ uống,0,VIP,ngọt,Khẩu phần hơi ít,Nắng,Một mình,Giao tận nơi
3,Trà Đào Cam Sả,5,4.89,18,18,Bánh Ngọt,Trưa,Thứ 5,Cao,Đồ uống,1,VIP,ngon,Khá cay,Mưa,Cặp đôi,Giao tận nơi
3,Cơm Gà Hải Nam,1,1.1,11,3,Canh Rong Biển,Tối,Thứ 5,Cao,Món chính,1,New,mềm,Giá cả hợp lý,Mát Mẻ,Cặp đôi,Giao tận nơi
3,Bánh Plan Trà Xanh,4,2.4,16,0,N/A,Khuya,Thứ 4,Trung bình,Tráng miệng,1,Regular,mặn,Phục vụ nhanh,Lạnh,Gia đình,Tại quán
3,Kem Dừa,5,4.03,28,15,N/A,Khuya,Chủ Nhật,Cao,Tráng miệng,1,Regular,ngon,Nước chấm đậm đà,Mưa,Gia đình,Mang về
3,Kem Dừa,3,3.4,19,16,N/A,Sáng,Thứ 5,Cao,Tráng miệng,1,New,nóng,Giá cả hợp lý,Nắng,Cặp đôi,Tại quán
3,Bún Chả,5,4.8,9,9,Trà Chanh,Khuya,Thứ 4,Trung bình,Món chính,1,New,rẻ,Trang trí đẹp,Lạnh,Nhóm bạn,Tại quán
3,Udon Nhật,1,1.5,19,9,Trà Xanh,Trưa,Thứ 7,Thấp,Món chính,0,VIP,đậm đà,Không hợp khẩu vị,Mát Mẻ,Gia đình,Giao tận nơi
3,Kem Dừa,4,3.4,5,3,N/A,Khuya,Thứ 6,Trung bình,Tráng miệng,1,Regular,ngon,Phục vụ nhanh,Nắng,Một mình,Giao tận nơi
3,Tempura Tôm,3,3.02,22,14,Rau Củ,Trưa,Thứ 5,Thấp,Món chính,0,Regular,béo,Sẽ quay lại,Mưa,Một mình,Tại quán
3,Cháo Gà,1,0.77,11,1,N/A,Trưa,Thứ 2,Thấp,Món chính,0,Regular,nóng,Món này rất ngon,Mát Mẻ,Gia đình,Tại quán
3,Trà Đào Cam Sả,4,4,19,16,Rau Câu,Tối,Thứ 6,Trung bình,Đồ uống,0,New,béo,Món này rất ngon,Lạnh,Cặp đôi,Tại quán
3,Gà Sốt Teriyaki,1,0.6,3,0,N/A,Khuya,Thứ 6,Cao,Món chính,1,Regular,cay,Món này rất ngon,Nắng,Nhóm bạn,Mang về
3,Lẩu Nấm,3,3.65,25,24,Đậu Hũ,Khuya,Thứ 5,Cao,Món chính,0,VIP,giòn,Món này rất ngon,Nắng,Nhóm bạn,Tại quán
4,Gà Nướng Muối Ớt,5,4.48,22,17,N/A,Chiều,Thứ 6,Thấp,Món chính,1,Regular,cay,Sẽ quay lại,Nắng,Một mình,Tại quán
4,Sushi Cá Hồi,4,3.48,25,14,Gừng,Chiều,Thứ 2,Thấp,Món chính,1,Regular,nhiều topping,Trang trí đẹp,Nắng,Gia đình,Mang về
4,Cà Phê Sữa Đá,4,2.99,16,5,Bánh Mì,Chiều,Thứ 2,Trung bình,Đồ uống,0,VIP,lạ,Phù hợp ăn tối,Mát Mẻ,Gia đình,Giao tận nơi
4,Cà Phê Đen,3,3.3,11,9,N/A,Tối,Thứ 6,Cao,Đồ uống,0,VIP,cay,Giá cả hợp lý,Mát Mẻ,Cặp đôi,Tại quán
4,Lẩu Bò,3,2.76,22,11,Rau Thơm,Sáng,Chủ Nhật,Cao,Món chính,1,VIP,mềm,Nguyên liệu tươi,Mát Mẻ,Cặp đôi,Mang về
4,Pizza Hải Sản,5,4.2,4,3,Pepsi,Sáng,Thứ 5,Cao,Món chính,1,VIP,giòn,Phục vụ nhanh,Nắng,Một mình,Giao tận nơi
4,Mì Ý Bò Bằm,3,2.25,21,5,Bánh Mì Bơ Tỏi,Tối,Thứ 6,Cao,Món chính,0,VIP,ngon,Nước chấm đậm đà,Nắng,Một mình,Mang về
4,Gà Rán,5,3,5,0,Coca,Trưa,Chủ Nhật,Cao,Món chính,0,Regular,ngọt,Giá cả hợp lý,Lạnh,Cặp đôi,Giao tận nơi
4,Soda Chanh,4,2.4,20,0,N/A,Khuya,Thứ 4,Trung bình,Đồ uống,1,Regular,rẻ,Món này rất ngon,Mưa,Gia đình,Tại quán
4,Bánh Flan,4,3.7,19,13,N/A,Chiều,Thứ 6,Cao,Tráng miệng,1,Regular,rẻ,Nguyên liệu tươi,Mát Mẻ,Gia đình,Tại quán
4,Nước Chanh Dây,3,2.88,12,7,N/A,Sáng,Thứ 6,Thấp,Đồ uống,0,New,ngon,Sẽ quay lại,Nắng,Một mình,Giao tận nơi
4,Tôm Rang Me,3,2.72,25,12,N/A,Sáng,Thứ 2,Thấp,Món chính,1,VIP,mềm,Trang trí đẹp,Nắng,Một mình,Giao tận nơi
4,Nước Cam Ép,5,3.73,10,4,Salad Trái Cây,Chiều,Thứ 3,Cao,Đồ uống,1,Regular,béo,Giá cả hợp lý,Nắng,Cặp đôi,Giao tận nơi
4,Nem Rán,5,4.82,21,20,Tương Ớt,Khuya,Thứ 5,Cao,Khai vị,0,Regular,thơm,Khá cay,Mưa,Gia đình,Giao tận nơi
4,Lẩu Thái,3,3.23,13,10,Bún Tươi,Sáng,Thứ 4,Cao,Món chính,0,New,ngọt,Phù hợp ăn tối,Lạnh,Cặp đôi,Giao tận nơi
4,Bánh Plan Trà Xanh,1,1.55,18,9,N/A,Chiều,Chủ Nhật,Cao,Tráng miệng,1,VIP,lạ,Phù hợp ăn tối,Nắng,Cặp đôi,Mang về
4,Bánh Mì Thịt,4,4,4,4,Trà Đá,Trưa,Thứ 5,Trung bình,Món chính,1,VIP,cay,Khá cay,Mát Mẻ,Một mình,Tại quán
4,Khoai Tây Chiên,3,2.3,3,1,N/A,Trưa,Thứ 3,Thấp,Món chính,0,VIP,ngon,Nguyên liệu tươi,Mưa,Nhóm bạn,Mang về
4,Cà Phê Đen,4,3.73,2,2,N/A,Khuya,Thứ 3,Cao,Đồ uống,0,VIP,ngọt,Sẽ quay lại,Lạnh,Nhóm bạn,Giao tận nơi
4,Cơm Chiên Trứng,4,3.64,28,18,N/A,Trưa,Chủ Nhật,Thấp,Món chính,1,VIP,cay,Không hợp khẩu vị,Mát Mẻ,Cặp đôi,Tại quán
4,Nước Chanh Dây,5,4.81,20,19,N/A,Chiều,Chủ Nhật,Thấp,Đồ uống,0,New,đặc sản,Khẩu phần hơi ít,Lạnh,Nhóm bạn,Mang về
4,Trà Xanh Macchiato,4,3.9,3,3,N/A,Khuya,Thứ 7,Trung bình,Đồ uống,0,New,nhanh,Sẽ quay lại,Mưa,Gia đình,Tại quán
4,Pizza Hải Sản,5,4.33,2,2,Pepsi,Khuya,Thứ 4,Thấp,Món chính,0,New,lạ,Nguyên liệu tươi,Lạnh,Cặp đôi,Giao tận nơi
4,Tempura Tôm,3,2.8,1,1,Nước Chấm,Trưa,Thứ 4,Thấp,Món chính,0,New,mềm,Phù hợp ăn tối,Nắng,Gia đình,Giao tận nơi
4,Mì Ý Bò Bằm,4,4.13,29,26,Coca,Sáng,Thứ 2,Cao,Món chính,0,VIP,giòn,Phục vụ nhanh,Mưa,Cặp đôi,Tại quán
4,Mực Chiên Giòn,3,1.92,15,1,N/A,Chiều,Thứ 7,Thấp,Món chính,1,Regular,đặc sản,Nguyên liệu tươi,Nắng,Gia đình,Mang về
4,Bánh Plan Trà Xanh,2,1.7,3,1,N/A,Tối,Thứ 6,Cao,Tráng miệng,1,New,mềm,Phù hợp ăn tối,Mưa,Nhóm bạn,Giao tận nơi
4,Sườn Nướng Mật Ong,4,3.96,8,7,N/A,Khuya,Thứ 3,Trung bình,Món chính,0,Regular,lạ,Khẩu phần hơi ít,Lạnh,Nhóm bạn,Mang về
4,Cơm Chiên Hải Sản,3,3.4,14,12,Trà Đá,Khuya,Thứ 6,Trung bình,Món chính,1,New,mềm,Khẩu phần hơi ít,Lạnh,Nhóm bạn,Giao tận nơi
4,Bún Chả,4,2.4,16,0,Trà Chanh,Sáng,Thứ 2,Cao,Món chính,1,Regular,nhanh,Giá cả hợp lý,Nắng,Gia đình,Mang về
4,Trà Xanh Macchiato,5,4.92,23,23,N/A,Sáng,Thứ 5,Cao,Đồ uống,1,New,nhanh,Khẩu phần hơi ít,Nắng,Cặp đôi,Giao tận nơi
4,Kem Dừa,3,2.8,15,8,N/A,Sáng,Thứ 6,Trung bình,Tráng miệng,1,Regular,đậm đà,Không hợp khẩu vị,Nắng,Cặp đôi,Tại quán
4,Lẩu Bò,4,2.4,16,0,Rau Thơm,Sáng,Thứ 5,Thấp,Món chính,1,Regular,thơm,Nước chấm đậm đà,Mưa,Nhóm bạn,Giao tận nơi
